index,epoch,r@1,r@2,r@4,r@8,NMI,lr,scl_x,scl_p
1,12,0.4311220786761504,0.5174916533604297,0.6087966323123821,0.6985919581942227,0.2498696863754104,1,1.0,3.0
1,13,0.4283640586442154,0.5165626360865148,0.6057482943823487,0.6953403977355204,0.24670845051410964,1,1.0,3.0
1,14,0.4276092321091595,0.5145013790100159,0.6047321817390042,0.6935113949775004,0.24465319724585,1,1.0,3.0
1,15,0.4217448105675715,0.5081143852518508,0.5999419364203803,0.686427638263899,0.2383646520575222,1,1.0,3.0
1,16,0.4239221948033096,0.5092175932646248,0.5983742197706489,0.685150239512266,0.24360497381552,1,1.0,3.0
1,17,0.4111482072869793,0.4958920017419074,0.5853970097256496,0.6735375235883292,0.2280223675442249,1,1.0,3.0
1,18,0.4009870808535346,0.4839309043402526,0.5726810857889388,0.6622441573523008,0.2292044712334167,1,1.0,3.0
1,19,0.4101030628538249,0.4932210770794019,0.5812164319930324,0.6706343446073451,0.2326308018189313,1,1.0,3.0
2,0,0.4591087240528378,0.5501524168965016,0.6440992887211496,0.7346494411380462,0.28951784669445096,1,1.0,8.0
2,1,0.46494411380461603,0.5567716649731456,0.6486572797212948,0.7362752213673973,0.2896988229224812,1,1.0,8.0
2,2,0.4805922485121208,0.5695166206996661,0.6610538539700973,0.7440267092466251,0.2909823295231655,1,1.0,8.0
2,3,0.4798664537668747,0.5683553491072725,0.6587603425751197,0.7430396283930905,0.29835614425432505,1,1.0,8.0
2,4,0.4793438815502976,0.5683553491072725,0.6560603861228045,0.7423138336478444,0.29015174368491403,1,1.0,8.0
2,5,0.4841631586587313,0.5739875163303818,0.6641021919001306,0.7480911598200028,0.299324174711609,1,1.0,8.0
2,6,0.4917404557991,0.5808390187255045,0.6672085934097837,0.7491653360429671,0.3077145880473406,1,1.0,8.0
2,7,0.4769632747858906,0.5637102627376978,0.6503411235302656,0.7345913775584265,0.2871211810457777,1,1.0,8.0
2,8,0.480563216722311,0.5710553055595877,0.660357091014661,0.7417622296414574,0.2986166257402786,1,1.0,8.0
2,9,0.480011612715924,0.5699230657570039,0.6565248947597621,0.7377558426476992,0.2954469338556577,1,1.0,8.0
2,10,0.4832922049644361,0.5710843373493976,0.6586732472056902,0.7407751487879227,0.2925586550622585,1,1.0,8.0
2,11,0.4739730004354769,0.5631005951516911,0.6518217448105675,0.735055886195384,0.2843903830604759,1,1.0,8.0
2,12,0.4784729278560023,0.5653941065466686,0.6506604732181739,0.7324139933226883,0.28583396176315085,1,1.0,8.0
2,13,0.4749891130788213,0.5613296559732908,0.6471476266511831,0.7304978951952388,0.2814827012994593,1,1.0,8.0
2,14,0.4666860211932066,0.5538975177819713,0.643112207867615,0.7280011612715924,0.2771969849822511,1,1.0,8.0
2,15,0.4679924517346494,0.5536652634634925,0.6396864566700537,0.7244883147046015,0.2772546124897212,1,1.0,8.0
2,16,0.4629118885179272,0.5499491943678327,0.637247786326027,0.7226593119465815,0.27419297592393915,1,1.0,8.0
2,17,0.4563797358107127,0.5392364639280012,0.627899550007258,0.7149078240673538,0.26827369313517624,1,1.0,8.0
2,18,0.4604151545942807,0.5449847583103499,0.6313833647844389,0.7184787342139642,0.2743924022667747,1,1.0,8.0
2,19,0.4630280156771665,0.5480330962403832,0.6331833357526492,0.7159529685005079,0.2759296371892221,1,1.0,8.0
3,0,0.4679924517346494,0.5601103208012774,0.6502249963710263,0.73578168094063,0.27814500715632,1,3.0,1.0
3,1,0.4551313688488896,0.5448395993613007,0.6340833212367543,0.7208303091885615,0.27288910401970035,1,3.0,1.0
3,2,0.4601248366961823,0.5523298011322398,0.6409348236318769,0.7279430976919727,0.27463797033902204,1,3.0,1.0
3,3,0.4656118449702424,0.556684569603716,0.6454057192625925,0.7289592103353172,0.27330477066985404,1,3.0,1.0
3,4,0.4407316011032079,0.5257947452460444,0.6145739584845406,0.7025983451879808,0.25580281319142817,1,3.0,1.0
3,5,0.4537378429380171,0.5428364058644215,0.6329510814341704,0.7183626070547249,0.2652181997840317,1,3.0,1.0
3,6,0.4511540136449412,0.5393525910872405,0.6278414864276383,0.7141529975322979,0.2736598451332986,1,3.0,1.0
3,7,0.4507475685876034,0.5397009725649586,0.6295543620264189,0.7142400929017274,0.26177313105851624,1,3.0,1.0
3,8,0.44883147046015387,0.533749455653941,0.6214544926694731,0.7056466831180143,0.25503274724981595,1,3.0,1.0
3,9,0.4384671214980404,0.5251560458702279,0.6148642763826391,0.7017564232834954,0.2570496414313384,1,3.0,1.0
3,10,0.4291188851792713,0.5149078240673538,0.6042967048918566,0.6930759181303527,0.24764285557215035,1,3.0,1.0
3,11,0.4313253012048193,0.5167368268253738,0.6072289156626506,0.6935404267673102,0.2434543984144568,1,3.0,1.0
3,12,0.4337059079692263,0.5218754536217157,0.6118159384526056,0.6954274931049499,0.252488088386447,1,3.0,1.0
3,13,0.4201190303382204,0.5053853970097256,0.596516185222819,0.6843954129772101,0.2348457568443909,1,3.0,1.0
3,14,0.424589925968936,0.5111046596022645,0.6004354768471476,0.6881405138626796,0.23960456430927385,1,3.0,1.0
3,15,0.41434170416606186,0.4983016402961243,0.5863260269995645,0.6762955436202642,0.22872247019601435,1,3.0,1.0
3,16,0.41727391493685584,0.4986790535636522,0.5879808390187256,0.6760342575119757,0.2279258461476821,1,3.0,1.0
3,17,0.4115546523443169,0.4959790971113369,0.5817099724197997,0.6746407316011032,0.2262094647993797,1,3.0,1.0
3,18,0.4061547394396864,0.4896501669327914,0.577790680795471,0.6662795761358687,0.2270491278945277,1,3.0,1.0
3,19,0.3966032805922485,0.4786761503846712,0.5678618086805052,0.658528088256641,0.22204021216123826,1,3.0,1.0
4,0,0.4566119901291914,0.5489621135142981,0.6420380316446509,0.7310204674118159,0.2873724148268823,1,3.0,3.0
4,1,0.4705472492379155,0.560923210915953,0.6537088111482073,0.7403396719407751,0.2998978656376898,1,3.0,3.0
4,2,0.4691537233270432,0.5591813035273625,0.652286253447525,0.7410654666860212,0.2888995309538105,1,3.0,3.0
4,3,0.4799535491363043,0.5725068950500798,0.6632602699956452,0.7501814486863115,0.30629861672529857,1,3.0,3.0
4,4,0.4736826825373784,0.5651037886485701,0.6537088111482073,0.7419944839599362,0.28616925771420604,1,3.0,3.0
4,5,0.4855857163594136,0.5780229351139498,0.6696762955436203,0.7520104514443315,0.298852589048235,1,3.0,3.0
4,6,0.479082595442009,0.5705907969226303,0.6613151400783859,0.748062128030193,0.2943419563553729,1,3.0,3.0
4,7,0.4832341413848164,0.5738713891711424,0.6646537959065176,0.7476266511830454,0.29837495823413,1,3.0,3.0
4,8,0.484598635505879,0.576513282043838,0.6666279576135868,0.7527652779793874,0.3027085635032644,1,3.0,3.0
4,9,0.4763826389896938,0.5664973145594426,0.6564377993903324,0.7412977210045,0.28741911828316435,1,3.0,3.0
4,10,0.4776890695311366,0.5662650602409639,0.6541152562055451,0.7372332704311221,0.2940947198253597,1,3.0,3.0
4,11,0.4809406299898389,0.5710262737697779,0.6593119465815067,0.7417622296414574,0.2892487953808042,1,3.0,3.0
4,12,0.4715343300914501,0.5589200174190739,0.6482798664537669,0.7329075337494556,0.2840112920229016,1,3.0,3.0
4,13,0.465698940339672,0.5551168529539846,0.6457831325301204,0.7319204528959209,0.2820730419828308,1,3.0,3.0
4,14,0.4635215561039338,0.5505298301640296,0.6394251705617652,0.724023806067644,0.26904800761121783,1,3.0,3.0
4,15,0.4609667586006677,0.548439541297721,0.6387574393961388,0.7237044563797358,0.26988225217326034,1,3.0,3.0
4,16,0.4625925388300189,0.5496298446799245,0.6353316881985774,0.7230657570039193,0.2700501565494186,1,3.0,3.0
4,17,0.4598635505878938,0.5485556684569604,0.6362897372623022,0.7246625054434606,0.2707568606354312,1,3.0,3.0
4,18,0.4591667876324576,0.5446944404122515,0.6356510378864857,0.7201335462331253,0.2638981302088294,1,3.0,3.0
4,19,0.4478734213964291,0.5309333720423864,0.6195093627522137,0.7074176222964146,0.259222986928036,1,3.0,3.0
5,0,0.4647989548555668,0.5558426476992306,0.6524894759761939,0.7406590216286834,0.2879892060804501,1,8.0,1.0
5,1,0.48073740746117,0.570445637973581,0.66053128175352,0.7451879808390187,0.30060026019441466,1,8.0,1.0
5,2,0.4742342865437654,0.5657424880243868,0.6569313398170997,0.7448105675714908,0.2946929030175177,1,8.0,1.0
5,3,0.47437944549281463,0.5638844534765568,0.6578603570910146,0.7422557700682247,0.28741805563513045,1,8.0,1.0
5,4,0.4878792277543911,0.579068079547104,0.66790535636522,0.7495717811003049,0.3051574478988244,1,8.0,1.0
5,5,0.4909565974742343,0.5801422557700682,0.6687472782697054,0.7520104514443315,0.30820756277267153,1,8.0,1.0
5,6,0.4901437073595587,0.5791551749165336,0.6698214544926695,0.7499491943678328,0.299098350309513,1,8.0,1.0
5,7,0.47864711859486136,0.5679489040499347,0.6577442299317753,0.739265495717811,0.28831700227326823,1,8.0,1.0
5,8,0.48256641021919,0.5717811003048338,0.6608215996516186,0.7473943968645667,0.2962583551358377,1,8.0,1.0
5,9,0.48410509507911165,0.5726810857889388,0.6637538104224125,0.7440267092466251,0.29759293687644,1,8.0,1.0
5,10,0.4758890985629264,0.5640005806357962,0.6546378284221223,0.7391493685585716,0.28960744650802095,1,8.0,1.0
5,11,0.47969226302801565,0.5671069821454493,0.6544636376832632,0.7397300043547684,0.28178352423447006,1,8.0,1.0
5,12,0.46787632457541006,0.5550297575845551,0.6430251124981855,0.7300624183480912,0.27982607445943053,1,8.0,1.0
5,13,0.47313107853099146,0.5620844825083466,0.6487734068805342,0.7309043402525766,0.2809304378851647,1,8.0,1.0
5,14,0.46738278414864276,0.5536362316736827,0.6415444912178836,0.7256495862969952,0.27846881214103386,1,8.0,1.0
5,15,0.46230222093192047,0.5502395122659312,0.6413703004790245,0.7241689650166933,0.27212916460698466,1,8.0,1.0
5,16,0.4628828567281173,0.551197561329656,0.6385542168674698,0.7226593119465815,0.2759894319791059,1,8.0,1.0
5,17,0.46688924372187546,0.552852373348817,0.6393961387719553,0.7224851212077225,0.27642628857383494,1,8.0,1.0
5,18,0.45681521265786035,0.5451589490492089,0.6317898098417768,0.7153723327043112,0.2659233853971827,1,8.0,1.0
5,19,0.459079692263028,0.5450718536797794,0.6322252866889244,0.7177239076789084,0.2709347632541025,1,8.0,1.0
